# LAMMPS data file written by OVITO Basic 3.11.3

2560 atoms
2 atom types

0.0 59.0808 xlo xhi
0.0 20.4662 ylo yhi
0.0 23.2118 zlo zhi

Masses

1 180.948  # Ta
2 14.001  # N

Atoms  # atomic

1 1 0.0 0.0 1.4507375
2 1 0.0 0.0 4.3522125
3 1 1.47702 2.558275 1.4507375
4 1 1.47702 2.558275 4.3522125
5 2 0.0 1.705448446 0.0
6 2 0.0 1.705448446 2.901475
7 2 1.47702 4.263723446 0.0
8 2 1.47702 4.263723446 2.901475
9 1 2.95404 0.0 1.4507375
10 1 2.95404 0.0 4.3522125
11 1 4.43106 2.558275 1.4507375
12 1 4.43106 2.558275 4.3522125
13 2 2.95404 1.705448446 0.0
14 2 2.95404 1.705448446 2.901475
15 2 4.43106 4.263723446 0.0
16 2 4.43106 4.263723446 2.901475
17 1 5.90808 0.0 1.4507375
18 1 5.90808 0.0 4.3522125
19 1 7.3851 2.558275 1.4507375
20 1 7.3851 2.558275 4.3522125
21 2 5.90808 1.705448446 0.0
22 2 5.90808 1.705448446 2.901475
23 2 7.3851 4.263723446 0.0
24 2 7.3851 4.263723446 2.901475
25 1 8.86212 0.0 1.4507375
26 1 8.86212 0.0 4.3522125
27 1 10.33914 2.558275 1.4507375
28 1 10.33914 2.558275 4.3522125
29 2 8.86212 1.705448446 0.0
30 2 8.86212 1.705448446 2.901475
31 2 10.33914 4.263723446 0.0
32 2 10.33914 4.263723446 2.901475
33 1 11.81616 0.0 1.4507375
34 1 11.81616 0.0 4.3522125
35 1 13.29318 2.558275 1.4507375
36 1 13.29318 2.558275 4.3522125
37 2 11.81616 1.705448446 0.0
38 2 11.81616 1.705448446 2.901475
39 2 13.29318 4.263723446 0.0
40 2 13.29318 4.263723446 2.901475
41 1 14.7702 0.0 1.4507375
42 1 14.7702 0.0 4.3522125
43 1 16.24722 2.558275 1.4507375
44 1 16.24722 2.558275 4.3522125
45 2 14.7702 1.705448446 0.0
46 2 14.7702 1.705448446 2.901475
47 2 16.24722 4.263723446 0.0
48 2 16.24722 4.263723446 2.901475
49 1 17.72424 0.0 1.4507375
50 1 17.72424 0.0 4.3522125
51 1 19.20126 2.558275 1.4507375
52 1 19.20126 2.558275 4.3522125
53 2 17.72424 1.705448446 0.0
54 2 17.72424 1.705448446 2.901475
55 2 19.20126 4.263723446 0.0
56 2 19.20126 4.263723446 2.901475
57 1 20.67828 0.0 1.4507375
58 1 20.67828 0.0 4.3522125
59 1 22.1553 2.558275 1.4507375
60 1 22.1553 2.558275 4.3522125
61 2 20.67828 1.705448446 0.0
62 2 20.67828 1.705448446 2.901475
63 2 22.1553 4.263723446 0.0
64 2 22.1553 4.263723446 2.901475
65 1 23.63232 0.0 1.4507375
66 1 23.63232 0.0 4.3522125
67 1 25.10934 2.558275 1.4507375
68 1 25.10934 2.558275 4.3522125
69 2 23.63232 1.705448446 0.0
70 2 23.63232 1.705448446 2.901475
71 2 25.10934 4.263723446 0.0
72 2 25.10934 4.263723446 2.901475
73 1 26.58636 0.0 1.4507375
74 1 26.58636 0.0 4.3522125
75 1 28.06338 2.558275 1.4507375
76 1 28.06338 2.558275 4.3522125
77 2 26.58636 1.705448446 0.0
78 2 26.58636 1.705448446 2.901475
79 2 28.06338 4.263723446 0.0
80 2 28.06338 4.263723446 2.901475
81 1 29.5404 0.0 1.4507375
82 1 29.5404 0.0 4.3522125
83 1 31.01742 2.558275 1.4507375
84 1 31.01742 2.558275 4.3522125
85 2 29.5404 1.705448446 0.0
86 2 29.5404 1.705448446 2.901475
87 2 31.01742 4.263723446 0.0
88 2 31.01742 4.263723446 2.901475
89 1 32.49444 0.0 1.4507375
90 1 32.49444 0.0 4.3522125
91 1 33.97146 2.558275 1.4507375
92 1 33.97146 2.558275 4.3522125
93 2 32.49444 1.705448446 0.0
94 2 32.49444 1.705448446 2.901475
95 2 33.97146 4.263723446 0.0
96 2 33.97146 4.263723446 2.901475
97 1 35.44848 0.0 1.4507375
98 1 35.44848 0.0 4.3522125
99 1 36.9255 2.558275 1.4507375
100 1 36.9255 2.558275 4.3522125
101 2 35.44848 1.705448446 0.0
102 2 35.44848 1.705448446 2.901475
103 2 36.9255 4.263723446 0.0
104 2 36.9255 4.263723446 2.901475
105 1 38.40252 0.0 1.4507375
106 1 38.40252 0.0 4.3522125
107 1 39.87954 2.558275 1.4507375
108 1 39.87954 2.558275 4.3522125
109 2 38.40252 1.705448446 0.0
110 2 38.40252 1.705448446 2.901475
111 2 39.87954 4.263723446 0.0
112 2 39.87954 4.263723446 2.901475
113 1 41.35656 0.0 1.4507375
114 1 41.35656 0.0 4.3522125
115 1 42.83358 2.558275 1.4507375
116 1 42.83358 2.558275 4.3522125
117 2 41.35656 1.705448446 0.0
118 2 41.35656 1.705448446 2.901475
119 2 42.83358 4.263723446 0.0
120 2 42.83358 4.263723446 2.901475
121 1 44.3106 0.0 1.4507375
122 1 44.3106 0.0 4.3522125
123 1 45.78762 2.558275 1.4507375
124 1 45.78762 2.558275 4.3522125
125 2 44.3106 1.705448446 0.0
126 2 44.3106 1.705448446 2.901475
127 2 45.78762 4.263723446 0.0
128 2 45.78762 4.263723446 2.901475
129 1 47.26464 0.0 1.4507375
130 1 47.26464 0.0 4.3522125
131 1 48.74166 2.558275 1.4507375
132 1 48.74166 2.558275 4.3522125
133 2 47.26464 1.705448446 0.0
134 2 47.26464 1.705448446 2.901475
135 2 48.74166 4.263723446 0.0
136 2 48.74166 4.263723446 2.901475
137 1 50.21868 0.0 1.4507375
138 1 50.21868 0.0 4.3522125
139 1 51.6957 2.558275 1.4507375
140 1 51.6957 2.558275 4.3522125
141 2 50.21868 1.705448446 0.0
142 2 50.21868 1.705448446 2.901475
143 2 51.6957 4.263723446 0.0
144 2 51.6957 4.263723446 2.901475
145 1 53.17272 0.0 1.4507375
146 1 53.17272 0.0 4.3522125
147 1 54.64974 2.558275 1.4507375
