LAMMPS data file via write_data, version 2 Aug 2023, timestep = 2000000, units = metal

1440 atoms
2 atom types

-1.8417506004704887 19.250550600471776 xlo xhi
-1.6198608428525212 19.344060842853082 ylo yhi
-3.460435831350214 54.62593583135244 zlo zhi

Masses

1 180.948
2 14.001

Atoms # full

1 1 1 0 -0.793847618656677 -1.11115189493509 -2.4522658397912904 0 0 0
2 1 1 0 1.0290971992087297 0.7229370676360882 -0.5242600484741669 0 0 0
40 1 2 0 -0.3895734273699132 -0.6738558616375877 -0.4977295819742107 0 0 0
68 1 2 0 1.8120392246047081 2.5997719946325004 -1.44902319221505 0 0 0
1205 1 2 0 -0.2892849555523971 0.6204201526195585 -3.352241370882135 0 0 1
27 1 1 0 4.342451687074992 1.1873184908482024 -1.9286360897163837 0 0 0
14 1 1 0 4.505738966612388 -1.5762600599201202 -2.904888226031045 0 0 0
3 1 1 0 6.879960998977731 -0.7447670289563049 -1.1848657293795921 0 0 0
37 1 2 0 8.14215220929991 0.7446002819865813 -1.6316905797318633 0 0 0
73 1 1 0 9.771180186369612 -1.1829892021928257 -2.7415708280710804 0 0 0
1184 1 1 0 7.4474637542077655 1.5273767570509675 54.6188856783373 0 0 0
74 1 1 0 11.8200932811069 0.7967604284375973 -0.6099958082827377 0 0 0
86 1 1 0 13.512475602063198 -0.23158020212348962 -2.6529580726592825 0 0 0
99 1 1 0 14.90281578122911 2.3418652018772264 -0.42517185150210146 0 0 0
142 1 2 0 14.77350546239502 2.3589161107606844 -3.3665655145117888 0 0 0
122 1 2 0 14.994738661200318 -0.6628948405885362 -1.2315711654380026 0 0 0
75 1 1 0 16.338713115554143 -0.44051796321334047 0.07535169578636403 0 0 0
109 1 2 0 17.40094223869057 0.05711295210767897 -3.040261925331531 0 0 0
15 1 1 0 18.895169868726676 1.4465759135312415 -1.5982180972891769 -1 0 0
35 1 1 0 0.1595113924057734 3.9076084499742763 -0.19934467347507168 0 0 0
128 1 2 0 -1.543169648872893 4.075594182941294 -1.607839090334423 1 0 0
16 1 1 0 2.6863816437498516 4.762832242052496 -3.1062902799144414 0 0 0
42 1 2 0 5.360727714368334 3.07879180060932 -1.3440388197859967 0 0 0
1181 1 1 0 5.7641315202912775 5.750806266585346 -3.0723936911991165 0 0 1
11 1 1 0 3.5268428478008094 4.2973617715498404 0.1877797040132898 0 0 0
4 1 1 0 6.431068200062699 4.625381465171587 -0.5093638044149968 0 0 0
66 1 2 0 6.5695147413924975 4.163394159554246 54.56916182698484 0 0 -1
140 1 2 0 10.69775363687041 3.0353459405410366 -1.58810178942275 0 0 0
87 1 1 0 9.353008676125922 2.972031039561392 -0.3040515805996873 0 0 0
56 1 2 0 8.57816936172415 5.318468806516068 -1.6366257079068238 0 0 0
77 1 1 0 9.40452662359815 5.010348434813215 -3.3977039047824453 0 0 0
88 1 1 0 12.347096404928259 3.6149616812539973 -2.685212027722793 0 0 0
114 1 2 0 14.83954294344713 4.13221440814962 -1.4201916803309387 0 0 0
123 1 2 0 11.233076955995218 6.489294494708167 -3.446248213174262 0 0 0
90 1 1 0 15.030026530163186 6.634497326174106 -0.8263962348193874 0 0 0
76 1 1 0 17.637232596969625 3.8852224626696144 -0.7213855292206737 0 0 0
1253 1 1 0 15.746289779487745 5.125955297596149 -3.0713353962423575 0 0 1
6 1 1 0 1.144657809762974 7.2358895480670125 -1.2086430286436731 0 0 0
184 1 2 0 0.8560394860013734 9.106540478174367 -0.8406283695364851 0 0 0
145 1 1 0 -1.1737862276481166 9.390885739694893 -3.2681694826113303 0 0 0
158 1 1 0 2.470247035570525 9.44775658403908 -2.898045897988121 0 0 0
18 1 1 0 4.236962382481351 7.368733866054795 -0.7971567060597096 0 0 0
63 1 2 0 2.9346788778936164 7.5938865120629195 -3.1085108227881384 0 0 0
39 1 2 0 5.982992997818176 9.342937740097195 0.3396170351192649 0 0 0
1321 1 1 0 5.595661866456734 9.396016495130855 -3.1980792676219894 0 0 1
181 1 2 0 4.606417766521722 10.911910006489887 -2.4384998201492327 0 0 0
30 1 1 0 8.030408122010298 7.4708100052709 -0.3486283191902215 0 0 0
256 1 2 0 9.829716668046254 8.285346740015658 -0.21545835758744492 0 0 0
147 1 1 0 7.138579845887362 10.653196509389408 -0.8468268500790872 0 0 0
217 1 1 0 8.620147848866951 9.283626899108524 -3.14188196834169 0 0 0
218 1 1 0 10.990918814800738 10.729174323032566 -0.6118907150928363 0 0 0
78 1 1 0 11.066489265009452 7.0183223410528335 -1.3772325795635343 0 0 0
235 1 1 0 13.453597512804434 8.957712098153339 0.3389064287334298 0 0 0
135 1 2 0 13.840173793453143 7.392459232079338 -2.147194972224649 0 0 0
230 1 1 0 12.508708579214119 9.078460604864153 -3.19675240501442 0 0 0
102 1 1 0 18.407269834395166 6.882275977172521 -1.7714538203673094 0 0 0
219 1 1 0 16.982463246625564 10.08666981899473 -0.3240840043292037 0 0 0
1393 1 1 0 15.745278312506235 8.907372045289577 -3.0236162405171005 0 0 1
253 1 2 0 17.736278261298203 10.869534489080435 -2.234363560780361 0 0 0
146 1 1 0 0.8892559524817889 11.241307008323147 -0.11694901725194784 0 0 0
180 1 1 0 1.3078585543112888 12.612486486690113 -2.9113573976563707 0 0 0
212 1 2 0 1.6122499128607974 13.005889325059112 -0.7951361550885587 0 0 0
179 1 1 0 0.36074359488641283 14.634139635013085 0.37530226071847483 0 0 0
1349 1 2 0 -0.07223074673815 11.075376880016712 -3.164126002165171 0 0 1
159 1 1 0 -1.6357471549756304 13.176957708654 -1.9491867977590025 0 0 0
171 1 1 0 4.0907430118138315 12.805772619532666 -1.9730103068777933 0 0 0
148 1 1 0 6.623659442826703 14.46706958011082 -0.7833724901195254 0 0 0
231 1 1 0 9.174598948349328 12.88932134053757 -1.8487206232493096 0 0 0
200 1 2 0 8.31269426287228 14.412475688520715 -2.896053247256661 0 0 0
285 1 2 0 10.362728785046631 12.317515761284518 0.44659547844207426 0 0 0
284 1 2 0 12.625854524048322 12.311552805754195 -2.1026176711255005 0 0 0
232 1 1 0 13.89389479316573 14.673801882155203 -2.5118474439486156 0 0 0
251 1 1 0 11.677163112455675 14.315190651369914 -0.46936571003547156 0 0 0
