# LAMMPS data file written by OVITO Basic 3.7.8
1440 atoms
2 atom types
0.0 17.4088 xlo xhi
0.0 17.7242 ylo yhi
0.0 51.1655 zlo zhi

Masses

1 180.948  # Ta
2 14.001  # N

Atoms  # full

1 1 1 0.0 0.872529056 0.741935012 0.381182975
2 1 1 0.0 1.628070976 1.606167004 2.7015384
3 1 1 0.0 6.790650616 0.687876202 2.30756405
4 1 1 0.0 7.123158696 4.53207794 2.5889743
5 1 1 0.0 0.666234776 5.684505424 0.030187645
6 1 1 0.0 2.6809552 7.338350526 2.343891555
7 1 1 0.0 0.270358664 8.541823706 4.557311085
8 1 1 0.0 2.370904472 6.854302624 5.272604775
9 1 1 0.0 2.9203262 2.907300526 5.329910135
10 1 1 0.0 3.355720288 5.581527822 7.16317
11 1 1 0.0 4.778541512 5.14356284 4.64480409
12 1 1 0.0 8.606562544 7.785532092 7.95009539
13 1 1 0.0 1.372335704 1.814426354 7.443045285
14 1 1 0.0 4.168014896 0.621410452 0.035304195
15 1 1 0.0 0.12708424 3.468980424 1.3814685
16 1 1 0.0 3.581686512 4.865470142 0.346390435
17 1 1 0.0 2.658497848 7.630090858 9.24253592
18 1 1 0.0 5.560718896 7.082944804 1.76520975
19 1 1 0.0 3.658807496 0.020028346 4.316833235
20 1 1 0.0 3.507350936 0.477844432 7.396996335
21 1 1 0.0 4.278560776 2.971107646 8.541056915
22 1 1 0.0 6.87734644 4.210738194 6.85924693
23 1 1 0.0 8.215734984 5.661641206 4.523541855
24 1 1 0.0 5.248579112 7.217648724 7.758224765
25 1 1 0.0 6.6414572 1.77242e-04 9.673861085
26 1 1 0.0 5.806182976 7.973940338 5.0449183
27 1 1 0.0 4.63683388 3.131334414 2.064527925
28 1 1 0.0 5.712001368 2.10652117 4.361858875
29 1 1 0.0 6.253763224 5.773480908 9.930711895
30 1 1 0.0 8.34055608 7.139130518 1.726835625
31 1 1 0.0 6.707088376 1.858205128 6.67812106
32 1 1 0.0 7.434602128 2.715701924 9.385287665
33 1 1 0.0 0.097315192 2.595177364 4.67857332
34 1 1 0.0 0.685384456 4.78198916 7.07516534
35 1 1 0.0 2.032651488 4.710383392 3.32473419
36 1 1 0.0 2.06381324 2.987236668 0.12791375
37 1 2 0.0 7.342857752 1.584011754 0.70403728
38 1 2 0.0 4.818059488 7.483334482 9.73679465
39 1 2 0.0 7.416845152 7.481916546 3.4894871
40 1 2 0.0 0.588765616 0.19762483 2.270213235
41 1 2 0.0 4.296143664 6.937960848 3.79545679
42 1 2 0.0 5.073446584 5.396664416 1.74679017
43 1 2 0.0 0.47961244 3.942571048 8.965730565
44 1 2 0.0 2.342179952 5.65756464 8.83423523
45 1 2 0.0 7.321096752 0.749201934 4.972774945
46 1 2 0.0 1.919494288 7.970927224 7.03730287
47 1 2 0.0 0.123428392 6.509566934 5.95975744
48 1 2 0.0 7.821077488 5.539344226 8.100010305
49 1 2 0.0 4.15809188 7.64090262 6.34759193
50 1 2 0.0 3.947967664 1.752746138 3.55190901
51 1 2 0.0 2.331560584 5.95355878 0.860092055
52 1 2 0.0 6.991896344 3.990780872 4.795742315
53 1 2 0.0 2.563793976 1.18397656 9.03480399
54 1 2 0.0 8.456672776 3.035978218 6.565045305
55 1 2 0.0 1.772738104 0.970045466 5.13394627
56 1 2 0.0 7.730551728 5.071248104 0.858045435
57 1 2 0.0 4.737456744 4.945229042 8.20182965
58 1 2 0.0 1.823397712 4.858912188 5.38568053
59 1 2 0.0 6.25150008 6.145157382 5.947989375
60 1 2 0.0 4.703509584 3.536332384 5.659415955
61 1 2 0.0 5.5185896 1.33551847 8.910471825
62 1 2 0.0 1.138013256 6.603505194 3.57442183
63 1 2 0.0 4.438721736 8.473231052 1.595851945
64 1 2 0.0 2.668420864 2.964549692 7.48551265
65 1 2 0.0 0.14275216 7.595174184 9.9977387
66 1 2 0.0 5.723317088 3.65473004 0.28243356
67 1 2 0.0 4.882994312 1.231477416 6.204840185
68 1 2 0.0 2.55735272 3.56522283 1.98010485
69 1 2 0.0 0.219699056 3.86210318 3.264870555
70 1 2 0.0 3.801907832 2.690710802 0.418022135
71 1 2 0.0 6.658866 8.833032312 7.45890659
72 1 2 0.0 8.366147016 0.99875867 8.80558255
73 1 1 0.0 9.576929056 0.741935012 0.381182975
74 1 1 0.0 10.332470976 1.606167004 2.7015384
75 1 1 0.0 15.495050616 0.687876202 2.30756405
76 1 1 0.0 15.827558696 4.53207794 2.5889743
77 1 1 0.0 9.370634776 5.684505424 0.030187645
78 1 1 0.0 11.3853552 7.338350526 2.343891555
79 1 1 0.0 8.974758664 8.541823706 4.557311085
80 1 1 0.0 11.075304472 6.854302624 5.272604775
81 1 1 0.0 11.6247262 2.907300526 5.329910135
82 1 1 0.0 12.060120288 5.581527822 7.16317
83 1 1 0.0 13.482941512 5.14356284 4.64480409
84 1 1 0.0 17.310962544 7.785532092 7.95009539
85 1 1 0.0 10.076735704 1.814426354 7.443045285
86 1 1 0.0 12.872414896 0.621410452 0.035304195
87 1 1 0.0 8.83148424 3.468980424 1.3814685
88 1 1 0.0 12.286086512 4.865470142 0.346390435
89 1 1 0.0 11.362897848 7.630090858 9.24253592
90 1 1 0.0 14.265118896 7.082944804 1.76520975
91 1 1 0.0 12.363207496 0.020028346 4.316833235
92 1 1 0.0 12.211750936 0.477844432 7.396996335
93 1 1 0.0 12.982960776 2.971107646 8.541056915
94 1 1 0.0 15.58174644 4.210738194 6.85924693
95 1 1 0.0 16.920134984 5.661641206 4.523541855
96 1 1 0.0 13.952979112 7.217648724 7.758224765
97 1 1 0.0 15.3458572 1.77242e-04 9.673861085
98 1 1 0.0 14.510582976 7.973940338 5.0449183
99 1 1 0.0 13.34123388 3.131334414 2.064527925
100 1 1 0.0 14.416401368 2.10652117 4.361858875
101 1 1 0.0 14.958163224 5.773480908 9.930711895
102 1 1 0.0 17.04495608 7.139130518 1.726835625
103 1 1 0.0 15.411488376 1.858205128 6.67812106
104 1 1 0.0 16.139002128 2.715701924 9.385287665
105 1 1 0.0 8.801715192 2.595177364 4.67857332
106 1 1 0.0 9.389784456 4.78198916 7.07516534
107 1 1 0.0 10.737051488 4.710383392 3.32473419
108 1 1 0.0 10.76821324 2.987236668 0.12791375
109 1 2 0.0 16.047257752 1.584011754 0.70403728
110 1 2 0.0 13.522459488 7.483334482 9.73679465
